,Unnamed: 0,Orden,Expediente,Caratula,Fecha
357,357,70,1087/10-JC,T.................... S/INSANIA,15-02-2022
358,358,71,258/21-S,V.................... S/PRESENTACION,15-02-2022
359,359,1,361/14,A.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
360,360,2,1979/18,A.................... S/DIVORCIO,16-02-2022
361,361,3,313/21-S,A.................... S/PRESENTACION,16-02-2022
362,362,4,221/21-S,A.................... S/VIOLENCIA DE GENERO,16-02-2022
363,363,5,41/18,A.................... S/VIOLENCIA DE GENERO,16-02-2022
364,364,6,1207/19,A.................... S/VIOLENCIA FAMILIAR,16-02-2022
365,365,7,1107/16,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022
366,366,8,363/09-JC,B.................... S/.JUICIO DE INCAPACIDAD,16-02-2022
367,367,9,770/07-JC,B.................... S/.JUICIO DE INCAPACIDAD,16-02-2022
368,368,10,779/19,B.................... S/FILIACION Y DAÑO MORAL,16-02-2022
369,369,11,13/22-C,B.................... S/MEDIDA CAUTELAR,16-02-2022
370,370,12,927/20,B.................... S/MEDIDA CAUTELAR,16-02-2022
371,371,13,610/18,B.................... S/PROTECCION INTEGRAL,16-02-2022
372,372,14,1318/17,C.................... S/ALIMENTOS,16-02-2022
373,373,15,227/13,C.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
374,374,16,478/14,C.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
375,375,17,814/20,C.................... S/FILIACION Y DAÑO MORAL,16-02-2022
376,376,18,278/18,C.................... S/PROTECCION INTEGRAL,16-02-2022
377,377,19,54/22-S,C.................... S/VIOLENCIA DE GENERO,16-02-2022
378,378,20,245/09-JC,D.................... S/.JUICIO DE INCAPACIDAD,16-02-2022
379,379,21,352/09-JC,D.................... S/.JUICIO DE INCAPACIDAD,16-02-2022
380,380,22,639/13,D.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
381,381,23,921/19,D.................... S/DIVORCIO,16-02-2022
382,382,24,120/21-S,D.................... S/PROTECCION INTEGRAL,16-02-2022
383,383,25,07/22-S,D.................... S/VIOLENCIA DE GENERO,16-02-2022
384,384,26,1385/18,D.................... S/VIOLENCIA FAMILIAR,16-02-2022
385,385,27,1723/18,E.................... S/DIVORCIO,16-02-2022
386,386,28,1328/19,F.................... S/DECLARACION DE ADOPTABILIDAD,16-02-2022
387,387,29,148/19,F.................... S/DECLARACION DE ADOPTABILIDAD,16-02-2022
388,388,30,1090/14,F.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
389,389,31,556/20,F.................... S/DIVORCIO,16-02-2022
390,390,32,290/21-C,F.................... S/HOMOLOGACION DE CONVENIO,16-02-2022
391,391,33,339/20,F.................... S/HOMOLOGACION DE CONVENIO,16-02-2022
392,392,34,1678/19,F.................... S/VIOLENCIA FAMILIAR,16-02-2022
393,393,35,125/07-JC,G.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022
394,394,36,384/07-JC,G.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022
395,395,37,448/07-JC,G.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022
396,396,38,1002/13,G.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
397,397,39,308/14,G.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
398,398,40,331/14,G.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
399,399,41,1601/19,G.................... S/FILIACION,16-02-2022
400,400,42,1287/17,G.................... S/NULIDAD DE RECONOCIMIENTO DE,16-02-2022
401,401,43,315/18,G.................... S/PROTECCION INTEGRAL,16-02-2022
402,402,44,412/20,G.................... S/VIOLENCIA FAMILIAR,16-02-2022
403,403,45,629/18,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022
404,404,46,1367/15,G.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,16-02-2022
405,405,47,342/21-S,H.................... S/VIOLENCIA DE GENERO,16-02-2022
406,406,48,1135/19,H.................... S/VIOLENCIA FAMILIAR,16-02-2022
407,407,49,48/22-S,J.................... S/ELEVA ACTUACIONES,16-02-2022
408,408,50,904/20,J.................... S/VIOLENCIA DE GENERO,16-02-2022
409,409,51,662/20,L.................... S/CONTROL DE LEGALIDAD,16-02-2022
410,410,52,145/14,L.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
411,411,53,588/18,L.................... S/PROTECCION INTEGRAL,16-02-2022
412,412,54,39/22-S,L.................... S/VIOLENCIA DE GENERO,16-02-2022
413,413,55,455/07-JC,M.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022
414,414,56,1101/13,M.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
415,415,57,261/12,M.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
416,416,58,619/13,M.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
417,417,59,226/07-JC,N.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022
418,418,60,46/22-S,P.................... S/PRESENTACION,16-02-2022
419,419,61,852/14,Q.................... S/FILIACION Y DAÑO MORAL,16-02-2022
420,420,62,498/13,R.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
421,421,63,662/12,R.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
422,422,64,624/18,R.................... S/PROTECCION INTEGRAL,16-02-2022
423,423,65,670/18,R.................... S/PROTECCION INTEGRAL,16-02-2022
424,424,66,52/22-S,R.................... S/VIOLENCIA DE GENERO,16-02-2022
425,425,67,112/20,R.................... S/VIOLENCIA FAMILIAR,16-02-2022
426,426,68,1281/19,R.................... S/VIOLENCIA FAMILIAR,16-02-2022
427,427,69,1517/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022
428,428,70,108/07-JC,S.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022
429,429,71,453/07-JC,S.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022
430,430,72,1029/08-JC,S.................... S/.JUICIO DE INCAPACIDAD,16-02-2022
431,431,73,530/08-JC,S.................... S/.JUICIO DE INCAPACIDAD,16-02-2022
432,432,74,255/13,S.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
433,433,75,1074/14,S.................... S/FILIACION Y DAÑO MORAL,16-02-2022
434,434,76,320/20,S.................... S/VIOLENCIA FAMILIAR,16-02-2022
435,435,77,61/14,S.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,16-02-2022
436,436,78,762/14,V.................... S/DECLARACION DE INCAPACIDAD,16-02-2022
437,437,79,907/10-JC,V.................... S/DECLARACION DE INHABILIDAD,16-02-2022
438,438,80,891/16,V.................... S/INCIDENTE,16-02-2022
439,439,81,185/21-S,V.................... S/PROTECCION INTEGRAL,16-02-2022
440,440,82,609/18,V.................... S/PROTECCION INTEGRAL,16-02-2022
441,441,83,58/22-S,V.................... S/VIOLENCIA DE GENERO,16-02-2022
442,442,84,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022
443,443,85,48/22-C,W.................... S/DIVORCIO,16-02-2022
444,444,86,1164/16,Y.................... S/INCIDENTE,16-02-2022
445,445,87,15/18,Z.................... S/PROTECCION DE PERSONA,16-02-2022
446,446,1,14/22-S,A.................... S/CONTROL DE LEGALIDAD,17-02-2022
447,447,2,1112/16,A.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
448,448,3,1191/15,A.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
449,449,4,454/15,A.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
450,450,5,11/22-S,A.................... S/PROTECCION INTEGRAL,17-02-2022
451,451,6,371/20,A.................... S/PROTECCION INTEGRAL,17-02-2022
452,452,7,1107/16,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022
453,453,8,418/14,B.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
454,454,9,912/15,B.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
455,455,10,1331/16,B.................... S/FILIACION Y DAÑO MORAL,17-02-2022
456,456,11,49/22-C,B.................... S/INCIDENTE,17-02-2022
457,457,12,580/15,B.................... S/INCIDENTE,17-02-2022
458,458,13,323/20,B.................... S/VIOLENCIA FAMILIAR,17-02-2022
459,459,14,133/14,C.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
460,460,15,1818/18,C.................... S/DIVORCIO,17-02-2022
461,461,16,11/20,C.................... S/ELEVA ACTUACIONES,17-02-2022
462,462,17,668/18,C.................... S/ELEVA ACTUACIONES,17-02-2022
463,463,18,94/19,C.................... S/ELEVA ACTUACIONES,17-02-2022
464,464,19,31/22-S,C.................... S/PROTECCION INTEGRAL,17-02-2022
465,465,20,230/20,C.................... S/VIOLENCIA FAMILIAR,17-02-2022
466,466,21,449/20,C.................... S/VIOLENCIA FAMILIAR,17-02-2022
467,467,22,332/21-C,D.................... S/EJECUCION DE HONORARIOS,17-02-2022
468,468,23,503/20,D.................... S/ELEVA ACTUACIONES,17-02-2022
469,469,24,05/22-OF,D.................... S/OFICIO,17-02-2022
470,470,25,286/15,E.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
471,471,26,363/15,E.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
472,472,27,784/16,F.................... S/INCIDENTE,17-02-2022
473,473,28,379/21-S,F.................... S/INCIDENTE DE LEVANTAMIENTO DE,17-02-2022
474,474,29,325/21-C,F.................... S/MEDIDA CAUTELAR,17-02-2022
475,475,30,1790/18,F.................... S/PROTECCION INTEGRAL,17-02-2022
476,476,31,11/17,F.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022
477,477,32,497/17,G.................... S/ACCION DECLARATIVA,17-02-2022
478,478,33,566/14,G.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
479,479,34,917/15,G.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
480,480,35,28/22-S,G.................... S/VIOLENCIA DE GENERO,17-02-2022
481,481,36,1309/18,H.................... S/INCIDENTE,17-02-2022
482,482,37,434/18,I.................... S/PROTECCION INTEGRAL,17-02-2022
483,483,38,42/22-S,J.................... S/ELEVA ACTUACIONES,17-02-2022
484,484,39,113/16,K.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
485,485,40,925/15,K.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
486,486,41,1210/15,L.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
487,487,42,707/15,L.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
488,488,43,841/14,L.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
489,489,44,280/21-C,L.................... S/INCIDENTE DE CESACION DE CUOTA,17-02-2022
490,490,45,561/16,L.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022
491,491,46,120/18,M.................... S/ALIMENTOS,17-02-2022
492,492,47,139/21-C,M.................... S/DIVORCIO,17-02-2022
493,493,48,458/20,M.................... S/HOMOLOGACION DE CONVENIO,17-02-2022
494,494,49,93/20,M.................... S/PROTECCION INTEGRAL,17-02-2022
495,495,50,101/21-C,M.................... S/TUTELA,17-02-2022
496,496,51,60/22-S,M.................... S/VIOLENCIA DE GENERO,17-02-2022
497,497,52,103/12,N.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
498,498,53,968/15,O.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
499,499,54,01/20,P.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022
500,500,55,459/15,Q.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
501,501,56,04/17,R.................... S/CONTROL DE LEGALIDAD,17-02-2022
502,502,57,703/20,R.................... S/VIOLENCIA DE GENERO,17-02-2022
503,503,58,47/22-C,S.................... S/ALIMENTOS,17-02-2022
504,504,59,549/20,S.................... S/ALIMENTOS,17-02-2022
505,505,60,1022/18,S.................... S/DECLARACION DE ADOPTABILIDAD,17-02-2022
506,506,61,467/18,S.................... S/PROTECCION INTEGRAL,17-02-2022
507,507,62,1532/19,S.................... S/TUTELA,17-02-2022
508,508,63,279/21-S,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022
509,509,64,858/14,T.................... S/PROTECCION DE PERSONA,17-02-2022
510,510,65,345/21-C,V.................... S/MEDIDA CAUTELAR,17-02-2022
511,511,66,871/20,V.................... S/MEDIDA CAUTELAR,17-02-2022
512,512,67,1084/17,V.................... S/VIOLENCIA FAMILIAR,17-02-2022
513,513,68,1050/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022
514,514,69,601/18,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022
515,515,70,46/16,V.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,17-02-2022
516,516,71,739/15,Y.................... S/DECLARACION DE INCAPACIDAD,17-02-2022
517,517,72,491/17,Z.................... S/CONTROL DE LEGALIDAD,17-02-2022
518,518,1,37/22-S,A.................... S/PROTECCION INTEGRAL,18-02-2022
519,519,2,140/19,A.................... S/VIOLENCIA FAMILIAR,18-02-2022
520,520,3,146/20,A.................... S/VIOLENCIA FAMILIAR,18-02-2022
521,521,4,08/20,A.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,18-02-2022
522,522,5,511/17,B.................... S/RESTRICCION DE LA CAPACIDAD,18-02-2022
523,523,6,398/20,B.................... S/VIOLENCIA FAMILIAR,18-02-2022
524,524,7,195/20,C.................... S/ELEVA ACTUACIONES,18-02-2022
525,525,8,31/22-S,C.................... S/PROTECCION INTEGRAL,18-02-2022
526,526,9,831/19,C.................... S/VIOLENCIA FAMILIAR,18-02-2022
527,527,10,1924/18,C.................... S/VIOLENCIA FAMILIAR (DENUNCIA,18-02-2022
528,528,11,231/16,C.................... S/VIOLENCIA FAMILIAR (DENUNCIA,18-02-2022
529,529,12,50/22-C,D.................... S/EJECUCION DE HONORARIOS,18-02-2022
530,530,13,15/22-S,D.................... S/ELEVA ACTUACIONES,18-02-2022
531,531,14,20/22-S,D.................... S/ELEVA ACTUACIONES,18-02-2022
532,532,15,812/20,E.................... S/HOMOLOGACION DE CONVENIO,18-02-2022
533,533,16,442/16,E.................... S/INCIDENTE,18-02-2022
534,534,17,269/06-JC,F.................... S/.FILIACION,18-02-2022
535,535,18,43/22-C,G.................... S/CUIDADO PERSONAL,18-02-2022
536,536,19,47/19,G.................... S/PROTECCION DE PERSONA,18-02-2022
537,537,20,53/22-S,G.................... S/PROTECCION INTEGRAL,18-02-2022
538,538,21,238/18,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,18-02-2022
539,539,22,514/20,H.................... S/VIOLENCIA FAMILIAR,18-02-2022
540,540,23,398/19,K.................... S/VIOLENCIA FAMILIAR (DENUNCIA,18-02-2022
541,541,24,955/19,L.................... S/FILIACION Y DAÑO MORAL,18-02-2022
542,542,25,44/22-C,L.................... S/MEDIDA CAUTELAR,18-02-2022
543,543,26,67/22-S,L.................... S/VIOLENCIA DE GENERO,18-02-2022
544,544,27,402/17,M.................... S/RESTRICCION DE LA CAPACIDAD,18-02-2022
545,545,28,60/22-S,M.................... S/VIOLENCIA DE GENERO,18-02-2022
546,546,29,311/20,M.................... S/VIOLENCIA FAMILIAR,18-02-2022
547,547,30,57/22-S,M.................... S/VIOLENCIA FAMILIAR,18-02-2022
548,548,31,237/21-C,N.................... S/HOMOLOGACION DE CONVENIO,18-02-2022
549,549,32,182/20,N.................... S/VIOLENCIA FAMILIAR (DENUNCIA,18-02-2022
550,550,33,08/17,O.................... S/VIOLENCIA FAMILIAR (DENUNCIA,18-02-2022
551,551,34,985/20,P.................... S/DIVORCIO,18-02-2022
552,552,35,678/19,P.................... S/PROTECCION INTEGRAL,18-02-2022
553,553,36,378/17,Q.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,18-02-2022
554,554,37,353/21-C,R.................... S/INCIDENTE,18-02-2022
555,555,38,161/21-C,R.................... S/MEDIDA CAUTELAR,18-02-2022
556,556,39,51/22-C,R.................... S/MEDIDA CAUTELAR,18-02-2022
557,557,40,52/22-S,R.................... S/VIOLENCIA DE GENERO,18-02-2022
558,558,41,1022/18,S.................... S/DECLARACION DE ADOPTABILIDAD,18-02-2022
559,559,42,836/17,S.................... S/DECLARACION DE INCAPACIDAD,18-02-2022
560,560,43,1329/17,S.................... S/DIVORCIO VINCULAR,18-02-2022
561,561,44,1157/16,S.................... S/INCIDENTE,18-02-2022
562,562,45,578/18,X.................... S/DIVORCIO,18-02-2022
563,563,46,33/18,Z.................... S/CONTROL DE LEGALIDAD,18-02-2022
564,564,1,1192/18,A.................... S/PROTECCION INTEGRAL,21-02-2022
565,565,2,146/20,A.................... S/VIOLENCIA FAMILIAR,21-02-2022
566,566,3,640/13,B.................... S/ALIMENTOS,21-02-2022
567,567,4,501/20,B.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,21-02-2022
568,568,5,192/21-C,C.................... S/ELEVA ACTUACIONES,21-02-2022
569,569,6,397/20,C.................... S/ELEVA ACTUACIONES,21-02-2022
570,570,7,989/19,C.................... S/ELEVA ACTUACIONES,21-02-2022
571,571,8,521/16,C.................... S/HOMOLOGACION DE CONVENIO,21-02-2022
572,572,9,59/22-S,C.................... S/VIOLENCIA DE GENERO,21-02-2022
573,573,10,70/22-S,C.................... S/VIOLENCIA FAMILIAR,21-02-2022
574,574,11,175/21-C,D.................... S/EJECUCION DE HONORARIOS,21-02-2022
575,575,12,62/22-S,D.................... S/ELEVA ACTUACIONES,21-02-2022
576,576,13,685/20,D.................... S/ELEVA ACTUACIONES,21-02-2022
577,577,14,01/22-C,D.................... S/PRESENTACION,21-02-2022
578,578,15,167/19,E.................... S/VIOLENCIA DE GENERO,21-02-2022
579,579,16,524/16,F.................... S/FILIACION Y DAÑO MORAL,21-02-2022
580,580,17,513/20,G.................... S/VIOLENCIA FAMILIAR,21-02-2022
581,581,18,1361/15,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,21-02-2022
582,582,19,457/17,J.................... S/ALIMENTOS,21-02-2022
583,583,20,1779/19,J.................... S/ELEVA ACTUACIONES,21-02-2022
584,584,21,219/21-S,J.................... S/ELEVA ACTUACIONES,21-02-2022
585,585,22,570/20,J.................... S/ELEVA ACTUACIONES,21-02-2022
586,586,23,68/22-S,J.................... S/ELEVA ACTUACIONES,21-02-2022
587,587,24,469/20,K.................... S/VIOLENCIA FAMILIAR,21-02-2022
588,588,25,601/20,L.................... S/VIOLENCIA FAMILIAR,21-02-2022
589,589,26,64/22-S,M.................... S/VIOLENCIA DE GENERO,21-02-2022
590,590,27,425/20,M.................... S/VIOLENCIA FAMILIAR,21-02-2022
591,591,28,1018/17,P.................... S/PROTECCION INTEGRAL,21-02-2022
592,592,29,61/22-S,P.................... S/VIOLENCIA DE GENERO,21-02-2022
593,593,30,132/18,R.................... S/PROTECCION DE PERSONA,21-02-2022
594,594,31,220/18,S.................... S/INCIDENTE,21-02-2022
595,595,32,65/22-S,V.................... S/VIOLENCIA DE GENERO,21-02-2022
596,596,33,72/22-S,V.................... S/VIOLENCIA DE GENERO,21-02-2022
597,597,34,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,21-02-2022
598,598,1,312/21-S,A.................... S/CONTROL DE LEGALIDAD,22-02-2022
599,599,2,412/16,A.................... S/GUARDA JUDICIAL,22-02-2022
600,600,3,41/18,A.................... S/VIOLENCIA DE GENERO,22-02-2022
601,601,4,780/18,A.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,22-02-2022
602,602,5,38/17,C.................... S/ELEVA ACTUACIONES,22-02-2022
603,603,6,668/18,C.................... S/ELEVA ACTUACIONES,22-02-2022
604,604,7,967/19,C.................... S/LIQUIDACION SOCIEDAD CONYUGAL,22-02-2022
605,605,8,928/20,C.................... S/MEDIDA CAUTELAR,22-02-2022
606,606,9,40/22-S,C.................... S/PROTECCION INTEGRAL,22-02-2022
607,607,10,202/17,C.................... S/RESTRICCION DE LA CAPACIDAD,22-02-2022
608,608,11,63/22-S,C.................... S/VIOLENCIA DE GENERO,22-02-2022
609,609,12,70/22-S,C.................... S/VIOLENCIA FAMILIAR,22-02-2022
610,610,13,339/15,C.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,22-02-2022
611,611,14,1073/19,D.................... S/DERECHO Y DEBER DE COMUNICACION,22-02-2022
612,612,15,164/21-C,D.................... S/EJECUCION DE HONORARIOS,22-02-2022
