,Orden,Expediente,Caratula,Fecha,Proceso
265,34,212/20,J.................... S/ELEVA ACTUACIONES,14-02-2022,ELEVA ACTUACIONES
266,35,449/11-JC,L.................... S/FILIACION Y DAÑO MORAL,14-02-2022,FILIACION Y DAÑO MORAL
267,36,517/20,M.................... S/HOMOLOGACION DE CONVENIO,14-02-2022,HOMOLOGACION DE CONVENIO
268,37,201/16,M.................... S/INCIDENTE,14-02-2022,INCIDENTE
269,38,691/16,M.................... S/INCIDENTE,14-02-2022,INCIDENTE
270,39,617/20,M.................... S/VIOLENCIA FAMILIAR,14-02-2022,VIOLENCIA FAMILIAR
271,40,779/20,O.................... S/ALIMENTOS,14-02-2022,ALIMENTOS
272,41,72/18,P.................... S/VIOLENCIA FAMILIAR,14-02-2022,VIOLENCIA FAMILIAR
273,42,203/16,Q.................... S/INCIDENTE,14-02-2022,INCIDENTE
274,43,436/16,R.................... S/INCIDENTE,14-02-2022,INCIDENTE
275,44,452/16,R.................... S/INCIDENTE,14-02-2022,INCIDENTE
276,45,433/14,S.................... S/INCIDENTE,14-02-2022,INCIDENTE
277,46,472/16,S.................... S/INCIDENTE,14-02-2022,INCIDENTE
278,47,77/17,S.................... S/TERCERIA DE DOMINIO,14-02-2022,TERCERIA DE DOMINIO
279,48,97/17,S.................... S/TERCERIA DE DOMINIO,14-02-2022,TERCERIA DE DOMINIO
280,49,862/09-JC,T.................... S/.EJECUCION DE SENTENCIA,14-02-2022,.EJECUCION DE SENTENCIA
281,50,260/21-C,T.................... S/EJECUCION DE SENTENCIA,14-02-2022,EJECUCION DE SENTENCIA
282,51,29/11-JC,T.................... S/EJECUCION DE SENTENCIA,14-02-2022,EJECUCION DE SENTENCIA
283,52,694/16,U.................... S/INCIDENTE,14-02-2022,INCIDENTE
284,53,473/16,V.................... S/INCIDENTE,14-02-2022,INCIDENTE
285,54,462/16,Z.................... S/INCIDENTE,14-02-2022,INCIDENTE
286,55,35/22-S,Z.................... S/VIOLENCIA DE GENERO,14-02-2022,VIOLENCIA DE GENERO
287,56,198/17,Z.................... S/VIOLENCIA FAMILIAR,14-02-2022,VIOLENCIA FAMILIAR
288,1,768/07-JC,A.................... S/.JUICIO DE INCAPACIDAD,15-02-2022,.JUICIO DE INCAPACIDAD
289,2,695/20,A.................... S/DIVORCIO,15-02-2022,DIVORCIO
290,3,1192/18,A.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
291,4,37/22-S,A.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
292,5,340/21-C,B.................... S/INFORMACION SUMARIA,15-02-2022,INFORMACION SUMARIA
293,6,1121/18,B.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
294,7,377/20,B.................... S/VIOLENCIA DE GENERO,15-02-2022,VIOLENCIA DE GENERO
295,8,50/10-JC,C.................... S/.JUICIO DE INCAPACIDAD,15-02-2022,.JUICIO DE INCAPACIDAD
296,9,309/11-JC,C.................... S/DECLARACION DE INCAPACIDAD,15-02-2022,DECLARACION DE INCAPACIDAD
297,10,262/20,C.................... S/ELEVA ACTUACIONES,15-02-2022,ELEVA ACTUACIONES
298,11,399/20,C.................... S/ELEVA ACTUACIONES,15-02-2022,ELEVA ACTUACIONES
299,12,989/19,C.................... S/ELEVA ACTUACIONES,15-02-2022,ELEVA ACTUACIONES
300,13,499/18,C.................... S/FILIACION,15-02-2022,FILIACION
301,14,1480/19,C.................... S/MEDIDA CAUTELAR,15-02-2022,MEDIDA CAUTELAR
302,15,448/20,C.................... S/VIOLENCIA FAMILIAR,15-02-2022,VIOLENCIA FAMILIAR
303,16,218/09-JC,D.................... S/.JUICIO DE INCAPACIDAD,15-02-2022,.JUICIO DE INCAPACIDAD
304,17,1426/19,D.................... S/EJECUCION DE HONORARIOS,15-02-2022,EJECUCION DE HONORARIOS
305,18,166/21-C,D.................... S/EJECUCION DE HONORARIOS,15-02-2022,EJECUCION DE HONORARIOS
306,19,175/21-C,D.................... S/EJECUCION DE HONORARIOS,15-02-2022,EJECUCION DE HONORARIOS
307,20,04/22-C,D.................... S/LIQUIDACION SOCIEDAD CONYUGAL,15-02-2022,LIQUIDACION SOCIEDAD CONYUGAL
308,21,29/22-C,D.................... S/PRESENTACION,15-02-2022,PRESENTACION
309,22,120/21-S,D.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
310,23,826/12,E.................... S/ALIMENTOS,15-02-2022,ALIMENTOS
311,24,634/16,E.................... S/INCIDENTE,15-02-2022,INCIDENTE
312,25,1841/19,F.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
313,26,408/09-JC,G.................... S/.JUICIO DE INCAPACIDAD,15-02-2022,.JUICIO DE INCAPACIDAD
314,27,281/21-C,G.................... S/LIQUIDACION SOCIEDAD CONYUGAL,15-02-2022,LIQUIDACION SOCIEDAD CONYUGAL
315,28,18/18,G.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
316,29,1456/19,G.................... S/VIOLENCIA FAMILIAR,15-02-2022,VIOLENCIA FAMILIAR
317,30,200/09-JC,H.................... S/.JUICIO DE INCAPACIDAD,15-02-2022,.JUICIO DE INCAPACIDAD
318,31,261/10-JC,J.................... S/DECLARACION DE INCAPACIDAD,15-02-2022,DECLARACION DE INCAPACIDAD
319,32,04/22-OF,J.................... S/OFICIO,15-02-2022,OFICIO
320,33,904/20,J.................... S/VIOLENCIA DE GENERO,15-02-2022,VIOLENCIA DE GENERO
321,34,1199/18,L.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
322,35,39/22-S,L.................... S/VIOLENCIA DE GENERO,15-02-2022,VIOLENCIA DE GENERO
323,36,901/20,L.................... S/VIOLENCIA DE GENERO,15-02-2022,VIOLENCIA DE GENERO
324,37,310/12,M.................... S/DECLARACION DE INCAPACIDAD,15-02-2022,DECLARACION DE INCAPACIDAD
325,38,1518/19,M.................... S/HOMOLOGACION DE CONVENIO,15-02-2022,HOMOLOGACION DE CONVENIO
326,39,438/16,M.................... S/INCIDENTE,15-02-2022,INCIDENTE
327,40,18/22-C,M.................... S/MEDIDA CAUTELAR,15-02-2022,MEDIDA CAUTELAR
328,41,34/18,M.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
329,42,32/22-S,M.................... S/VIOLENCIA DE GENERO,15-02-2022,VIOLENCIA DE GENERO
330,43,45/22-S,M.................... S/VIOLENCIA DE GENERO,15-02-2022,VIOLENCIA DE GENERO
331,44,244/20,N.................... S/HOMOLOGACION DE CONVENIO,15-02-2022,HOMOLOGACION DE CONVENIO
332,45,534/16,N.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
333,46,472/09-JC,O.................... S/DECLARACION DE INCAPACIDAD,15-02-2022,DECLARACION DE INCAPACIDAD
334,47,501/10-JC,O.................... S/DECLARACION DE INCAPACIDAD,15-02-2022,DECLARACION DE INCAPACIDAD
335,48,08/17,O.................... S/VIOLENCIA FAMILIAR (DENUNCIA,15-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
336,49,271/10-JC,P.................... S/GUARDA JUDICIAL,15-02-2022,GUARDA JUDICIAL
337,50,243/20,P.................... S/HOMOLOGACION DE CONVENIO,15-02-2022,HOMOLOGACION DE CONVENIO
338,51,565/20,Q.................... S/MEDIDA CAUTELAR,15-02-2022,MEDIDA CAUTELAR
339,52,1364/18,Q.................... S/VIOLENCIA FAMILIAR,15-02-2022,VIOLENCIA FAMILIAR
340,53,1756/19,Q.................... S/VIOLENCIA FAMILIAR,15-02-2022,VIOLENCIA FAMILIAR
341,54,378/17,Q.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,15-02-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
342,55,414/08-JC,R.................... S/.JUICIO DE INCAPACIDAD,15-02-2022,.JUICIO DE INCAPACIDAD
343,56,371/21-C,R.................... S/ALIMENTOS,15-02-2022,ALIMENTOS
344,57,168/09-JC,R.................... S/DECLARACION DE INCAPACIDAD,15-02-2022,DECLARACION DE INCAPACIDAD
345,58,499/10-JC,R.................... S/DECLARACION DE INCAPACIDAD,15-02-2022,DECLARACION DE INCAPACIDAD
346,59,866/18,R.................... S/DIVORCIO,15-02-2022,DIVORCIO
347,60,1083/16,R.................... S/GUARDA JUDICIAL,15-02-2022,GUARDA JUDICIAL
348,61,08/22-C,R.................... S/INFORMACION SUMARIA,15-02-2022,INFORMACION SUMARIA
349,62,132/18,R.................... S/PROTECCION DE PERSONA,15-02-2022,PROTECCION DE PERSONA
350,63,446/20,R.................... S/PROTECCION DE PERSONA,15-02-2022,PROTECCION DE PERSONA
351,64,661/20,R.................... S/VIOLENCIA FAMILIAR,15-02-2022,VIOLENCIA FAMILIAR
352,65,249/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,15-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
353,66,411/15,S.................... S/INCIDENTE,15-02-2022,INCIDENTE
354,67,635/16,S.................... S/INCIDENTE,15-02-2022,INCIDENTE
355,68,1664/19,S.................... S/MEDIDA CAUTELAR,15-02-2022,MEDIDA CAUTELAR
356,69,646/19,S.................... S/PROTECCION INTEGRAL,15-02-2022,PROTECCION INTEGRAL
357,70,1087/10-JC,T.................... S/INSANIA,15-02-2022,INSANIA
358,71,258/21-S,V.................... S/PRESENTACION,15-02-2022,PRESENTACION
359,1,361/14,A.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
360,2,1979/18,A.................... S/DIVORCIO,16-02-2022,DIVORCIO
361,3,313/21-S,A.................... S/PRESENTACION,16-02-2022,PRESENTACION
362,4,221/21-S,A.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
363,5,41/18,A.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
364,6,1207/19,A.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
365,7,1107/16,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
366,8,363/09-JC,B.................... S/.JUICIO DE INCAPACIDAD,16-02-2022,.JUICIO DE INCAPACIDAD
367,9,770/07-JC,B.................... S/.JUICIO DE INCAPACIDAD,16-02-2022,.JUICIO DE INCAPACIDAD
368,10,779/19,B.................... S/FILIACION Y DAÑO MORAL,16-02-2022,FILIACION Y DAÑO MORAL
369,11,13/22-C,B.................... S/MEDIDA CAUTELAR,16-02-2022,MEDIDA CAUTELAR
370,12,927/20,B.................... S/MEDIDA CAUTELAR,16-02-2022,MEDIDA CAUTELAR
371,13,610/18,B.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
372,14,1318/17,C.................... S/ALIMENTOS,16-02-2022,ALIMENTOS
373,15,227/13,C.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
374,16,478/14,C.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
375,17,814/20,C.................... S/FILIACION Y DAÑO MORAL,16-02-2022,FILIACION Y DAÑO MORAL
376,18,278/18,C.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
377,19,54/22-S,C.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
378,20,245/09-JC,D.................... S/.JUICIO DE INCAPACIDAD,16-02-2022,.JUICIO DE INCAPACIDAD
379,21,352/09-JC,D.................... S/.JUICIO DE INCAPACIDAD,16-02-2022,.JUICIO DE INCAPACIDAD
380,22,639/13,D.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
381,23,921/19,D.................... S/DIVORCIO,16-02-2022,DIVORCIO
382,24,120/21-S,D.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
383,25,07/22-S,D.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
384,26,1385/18,D.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
385,27,1723/18,E.................... S/DIVORCIO,16-02-2022,DIVORCIO
386,28,1328/19,F.................... S/DECLARACION DE ADOPTABILIDAD,16-02-2022,DECLARACION DE ADOPTABILIDAD
387,29,148/19,F.................... S/DECLARACION DE ADOPTABILIDAD,16-02-2022,DECLARACION DE ADOPTABILIDAD
388,30,1090/14,F.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
389,31,556/20,F.................... S/DIVORCIO,16-02-2022,DIVORCIO
390,32,290/21-C,F.................... S/HOMOLOGACION DE CONVENIO,16-02-2022,HOMOLOGACION DE CONVENIO
391,33,339/20,F.................... S/HOMOLOGACION DE CONVENIO,16-02-2022,HOMOLOGACION DE CONVENIO
392,34,1678/19,F.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
393,35,125/07-JC,G.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022,.DECLARACION DE INCAPACIDAD
394,36,384/07-JC,G.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022,.DECLARACION DE INCAPACIDAD
395,37,448/07-JC,G.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022,.DECLARACION DE INCAPACIDAD
396,38,1002/13,G.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
397,39,308/14,G.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
398,40,331/14,G.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
399,41,1601/19,G.................... S/FILIACION,16-02-2022,FILIACION
400,42,1287/17,G.................... S/NULIDAD DE RECONOCIMIENTO DE,16-02-2022,NULIDAD DE RECONOCIMIENTO DE
401,43,315/18,G.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
402,44,412/20,G.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
403,45,629/18,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
404,46,1367/15,G.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,16-02-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
405,47,342/21-S,H.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
406,48,1135/19,H.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
407,49,48/22-S,J.................... S/ELEVA ACTUACIONES,16-02-2022,ELEVA ACTUACIONES
408,50,904/20,J.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
409,51,662/20,L.................... S/CONTROL DE LEGALIDAD,16-02-2022,CONTROL DE LEGALIDAD
410,52,145/14,L.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
411,53,588/18,L.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
412,54,39/22-S,L.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
413,55,455/07-JC,M.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022,.DECLARACION DE INCAPACIDAD
414,56,1101/13,M.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
415,57,261/12,M.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
416,58,619/13,M.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
417,59,226/07-JC,N.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022,.DECLARACION DE INCAPACIDAD
418,60,46/22-S,P.................... S/PRESENTACION,16-02-2022,PRESENTACION
419,61,852/14,Q.................... S/FILIACION Y DAÑO MORAL,16-02-2022,FILIACION Y DAÑO MORAL
420,62,498/13,R.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
421,63,662/12,R.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
422,64,624/18,R.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
423,65,670/18,R.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
424,66,52/22-S,R.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
425,67,112/20,R.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
426,68,1281/19,R.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
427,69,1517/18,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
428,70,108/07-JC,S.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022,.DECLARACION DE INCAPACIDAD
429,71,453/07-JC,S.................... S/.DECLARACION DE INCAPACIDAD,16-02-2022,.DECLARACION DE INCAPACIDAD
430,72,1029/08-JC,S.................... S/.JUICIO DE INCAPACIDAD,16-02-2022,.JUICIO DE INCAPACIDAD
431,73,530/08-JC,S.................... S/.JUICIO DE INCAPACIDAD,16-02-2022,.JUICIO DE INCAPACIDAD
432,74,255/13,S.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
433,75,1074/14,S.................... S/FILIACION Y DAÑO MORAL,16-02-2022,FILIACION Y DAÑO MORAL
434,76,320/20,S.................... S/VIOLENCIA FAMILIAR,16-02-2022,VIOLENCIA FAMILIAR
435,77,61/14,S.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,16-02-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
436,78,762/14,V.................... S/DECLARACION DE INCAPACIDAD,16-02-2022,DECLARACION DE INCAPACIDAD
437,79,907/10-JC,V.................... S/DECLARACION DE INHABILIDAD,16-02-2022,DECLARACION DE INHABILIDAD
438,80,891/16,V.................... S/INCIDENTE,16-02-2022,INCIDENTE
439,81,185/21-S,V.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
440,82,609/18,V.................... S/PROTECCION INTEGRAL,16-02-2022,PROTECCION INTEGRAL
441,83,58/22-S,V.................... S/VIOLENCIA DE GENERO,16-02-2022,VIOLENCIA DE GENERO
442,84,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,16-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
443,85,48/22-C,W.................... S/DIVORCIO,16-02-2022,DIVORCIO
444,86,1164/16,Y.................... S/INCIDENTE,16-02-2022,INCIDENTE
445,87,15/18,Z.................... S/PROTECCION DE PERSONA,16-02-2022,PROTECCION DE PERSONA
446,1,14/22-S,A.................... S/CONTROL DE LEGALIDAD,17-02-2022,CONTROL DE LEGALIDAD
447,2,1112/16,A.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
448,3,1191/15,A.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
449,4,454/15,A.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
450,5,11/22-S,A.................... S/PROTECCION INTEGRAL,17-02-2022,PROTECCION INTEGRAL
451,6,371/20,A.................... S/PROTECCION INTEGRAL,17-02-2022,PROTECCION INTEGRAL
452,7,1107/16,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
453,8,418/14,B.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
454,9,912/15,B.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
455,10,1331/16,B.................... S/FILIACION Y DAÑO MORAL,17-02-2022,FILIACION Y DAÑO MORAL
456,11,49/22-C,B.................... S/INCIDENTE,17-02-2022,INCIDENTE
457,12,580/15,B.................... S/INCIDENTE,17-02-2022,INCIDENTE
458,13,323/20,B.................... S/VIOLENCIA FAMILIAR,17-02-2022,VIOLENCIA FAMILIAR
459,14,133/14,C.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
460,15,1818/18,C.................... S/DIVORCIO,17-02-2022,DIVORCIO
461,16,11/20,C.................... S/ELEVA ACTUACIONES,17-02-2022,ELEVA ACTUACIONES
462,17,668/18,C.................... S/ELEVA ACTUACIONES,17-02-2022,ELEVA ACTUACIONES
463,18,94/19,C.................... S/ELEVA ACTUACIONES,17-02-2022,ELEVA ACTUACIONES
464,19,31/22-S,C.................... S/PROTECCION INTEGRAL,17-02-2022,PROTECCION INTEGRAL
465,20,230/20,C.................... S/VIOLENCIA FAMILIAR,17-02-2022,VIOLENCIA FAMILIAR
466,21,449/20,C.................... S/VIOLENCIA FAMILIAR,17-02-2022,VIOLENCIA FAMILIAR
467,22,332/21-C,D.................... S/EJECUCION DE HONORARIOS,17-02-2022,EJECUCION DE HONORARIOS
468,23,503/20,D.................... S/ELEVA ACTUACIONES,17-02-2022,ELEVA ACTUACIONES
469,24,05/22-OF,D.................... S/OFICIO,17-02-2022,OFICIO
470,25,286/15,E.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
471,26,363/15,E.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
472,27,784/16,F.................... S/INCIDENTE,17-02-2022,INCIDENTE
473,28,379/21-S,F.................... S/INCIDENTE DE LEVANTAMIENTO DE,17-02-2022,INCIDENTE DE LEVANTAMIENTO DE
474,29,325/21-C,F.................... S/MEDIDA CAUTELAR,17-02-2022,MEDIDA CAUTELAR
475,30,1790/18,F.................... S/PROTECCION INTEGRAL,17-02-2022,PROTECCION INTEGRAL
476,31,11/17,F.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
477,32,497/17,G.................... S/ACCION DECLARATIVA,17-02-2022,ACCION DECLARATIVA
478,33,566/14,G.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
479,34,917/15,G.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
480,35,28/22-S,G.................... S/VIOLENCIA DE GENERO,17-02-2022,VIOLENCIA DE GENERO
481,36,1309/18,H.................... S/INCIDENTE,17-02-2022,INCIDENTE
482,37,434/18,I.................... S/PROTECCION INTEGRAL,17-02-2022,PROTECCION INTEGRAL
483,38,42/22-S,J.................... S/ELEVA ACTUACIONES,17-02-2022,ELEVA ACTUACIONES
484,39,113/16,K.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
485,40,925/15,K.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
486,41,1210/15,L.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
487,42,707/15,L.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
488,43,841/14,L.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
489,44,280/21-C,L.................... S/INCIDENTE DE CESACION DE CUOTA,17-02-2022,INCIDENTE DE CESACION DE CUOTA
490,45,561/16,L.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
491,46,120/18,M.................... S/ALIMENTOS,17-02-2022,ALIMENTOS
492,47,139/21-C,M.................... S/DIVORCIO,17-02-2022,DIVORCIO
493,48,458/20,M.................... S/HOMOLOGACION DE CONVENIO,17-02-2022,HOMOLOGACION DE CONVENIO
494,49,93/20,M.................... S/PROTECCION INTEGRAL,17-02-2022,PROTECCION INTEGRAL
495,50,101/21-C,M.................... S/TUTELA,17-02-2022,TUTELA
496,51,60/22-S,M.................... S/VIOLENCIA DE GENERO,17-02-2022,VIOLENCIA DE GENERO
497,52,103/12,N.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
498,53,968/15,O.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
499,54,01/20,P.................... S/VIOLENCIA FAMILIAR (DENUNCIA,17-02-2022,VIOLENCIA FAMILIAR (DENUNCIA
500,55,459/15,Q.................... S/DECLARACION DE INCAPACIDAD,17-02-2022,DECLARACION DE INCAPACIDAD
501,56,04/17,R.................... S/CONTROL DE LEGALIDAD,17-02-2022,CONTROL DE LEGALIDAD
